ID,timestamp_ms,year,month,day,hour,min,sec,lat_E7,lon_E7,alt_cm,lat_err_cm,lon_err_cm,alt_err_cm,volt_avg,volt_std,amp_avg,amp_std,ldr_avg,ldr_std,pres_avg_hpa,pres_std,acx_avg,acx_std,acy_avg,acy_std,acz_avg,acz_std,gyx_avg,gyx_std,gyy_avg,gyy_std,gyz_avg,gyz_std,mgx_avg,mgx_std,mgy_avg,mgy_std,mgz_avg,mgz_std
FTLN,2732,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,511,0,553,0,1096,0,35,12,-188,17,-3969,31,-30,1,11,1,24,0,-179,5,319,7,-85,4
FTLN,3732,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,511,0,553,0,1096,0,41,19,-204,24,-3962,27,-30,1,10,1,24,0,-183,5,318,4,-87,5
FTLN,4732,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,511,0,553,0,1096,0,37,28,-191,19,-3967,30,-30,0,11,1,24,0,-181,5,318,5,-86,4
FTLN,5732,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,511,0,553,0,1096,0,29,19,-193,23,-3957,18,-30,1,11,0,24,1,-184,5,320,6,-87,4
FTLN,6732,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,510,0,553,0,1096,0,38,20,-192,24,-3959,31,-30,0,10,0,24,0,-181,5,319,4,-85,4
FTLN,7732,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,510,0,553,0,1096,0,38,18,-192,17,-3967,19,-30,0,10,0,24,0,-184,4,318,4,-86,5
FTLN,8732,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,511,0,554,0,1096,0,38,17,-202,20,-3958,25,-30,0,11,0,24,0,-184,4,319,3,-88,6
FTLN,9732,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,510,0,554,0,1096,0,29,23,-192,24,-3959,31,-30,0,10,1,24,0,-183,5,319,6,-88,5
FTLN,10732,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,511,0,554,0,1096,0,27,21,-199,14,-3952,33,-30,0,11,1,24,0,-182,5,319,4,-86,6
FTLN,11732,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,511,0,553,0,1096,0,31,18,-199,17,-3972,25,-30,0,11,0,24,0,-186,4,317,5,-87,6
FTLN,12732,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,511,0,554,0,1096,0,25,20,-195,21,-3955,27,-30,0,11,0,24,0,-182,3,321,4,-86,4
