ID,timestamp_ms,year,month,day,hour,min,sec,lat_E7,lon_E7,alt_cm,lat_err_cm,lon_err_cm,alt_err_cm,volt_avg,volt_std,amp_avg,amp_std,ldr_avg,ldr_std,pres_avg_hpa,pres_std,acx_avg,acx_std,acy_avg,acy_std,acz_avg,acz_std,gyx_avg,gyx_std,gyy_avg,gyy_std,gyz_avg,gyz_std,mgx_avg,mgx_std,mgy_avg,mgy_std,mgz_avg,mgz_std
FTLN,2748,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,1018,1,401,14,1094,0,1144,777,-1160,611,-3283,740,-128,267,-441,385,172,470,342,8,50,35,419,14
FTLN,3748,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,1017,1,314,101,1094,0,-45,169,-528,136,-3628,350,-81,224,-39,152,2,70,308,14,188,19,370,10
FTLN,4748,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,1017,0,115,13,1094,0,-66,14,-556,16,-3584,19,3,0,9,0,-13,0,300,5,201,4,367,3
FTLN,5748,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,1015,2,91,9,1094,0,-80,19,-560,19,-3588,30,3,0,9,0,-12,0,303,5,200,4,368,5
FTLN,6748,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,1010,2,88,1,1094,0,-77,20,-561,15,-3581,33,3,0,10,0,-13,0,306,4,200,3,370,4
FTLN,7748,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,1008,1,52,21,1094,0,-80,16,-563,18,-3577,26,3,0,10,0,-12,0,301,4,201,4,367,5
FTLN,8748,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,1008,1,50,19,1094,0,-87,21,-559,11,-3603,28,3,0,9,0,-12,0,304,4,201,5,367,4
FTLN,9748,200,1,1,12,40,58,-500,-500,-500,3008,3008,3008,0,0,1006,2,92,2,1094,0,-83,70,-592,92,-3581,33,3,3,10,1,-9,16,305,4,200,5,368,5
FTLN,10748,200,1,1,12,40,59,-500,-500,-500,3008,3008,3008,0,0,1004,2,99,1,1094,0,-71,19,-552,17,-3586,38,3,1,10,0,-12,0,303,5,201,4,370,3
FTLN,11748,200,1,1,12,41,0,-500,-500,-500,3008,3008,3008,0,0,1005,2,101,1,1094,0,-45,109,-551,67,-3588,159,5,33,12,35,-8,21,302,5,202,3,368,5
FTLN,12748,200,1,1,12,41,1,-500,-500,-500,3008,3008,3008,27,24,1008,1,97,1,1094,0,-254,338,-746,466,-3448,743,-12,107,1,55,-18,61,387,87,195,5,322,48
FTLN,13748,200,1,1,12,41,2,-500,-500,-500,3008,3008,3008,49,0,1008,1,99,1,1094,0,-40,368,-527,255,-3662,219,0,20,7,14,-35,106,492,5,195,3,266,3
FTLN,14748,200,1,1,12,41,3,-500,-500,-500,3008,3008,3008,50,0,1007,2,92,3,1094,0,-55,137,-512,609,-3664,399,12,92,17,53,-46,141,491,5,193,4,265,5
FTLN,15748,200,1,1,12,41,4,-500,-500,-500,3008,3008,3008,50,0,1007,1,92,1,1094,0,-25,237,-473,252,-3618,152,45,215,32,125,-29,74,492,6,183,6,255,5
FTLN,16748,200,1,1,12,41,5,-500,-500,-500,3008,3008,3008,50,3,1004,1,96,1,1094,0,-71,81,-545,213,-3566,169,2,23,7,14,-24,48,495,5,177,3,247,3
FTLN,17748,200,1,1,12,41,6,-500,-500,-500,3008,3008,3008,50,0,1005,3,94,4,1094,0,-10,242,-501,237,-3640,370,-5,145,-6,148,-20,75,490,6,177,4,254,5
FTLN,18748,200,1,1,12,41,7,-500,-500,-500,3008,3008,3008,51,0,1004,3,46,16,1094,0,-80,17,-601,21,-3582,29,4,0,10,0,-13,0,489,5,179,4,255,3
FTLN,19748,200,1,1,12,41,8,-500,-500,-500,3008,3008,3008,50,0,997,2,38,0,1094,0,-70,18,-602,15,-3571,26,3,0,9,0,-13,0,491,3,180,5,253,5
FTLN,20748,200,1,1,12,41,9,-500,-500,-500,3008,3008,3008,50,0,995,3,38,0,1094,0,-81,15,-593,18,-3568,28,3,0,9,0,-13,0,486,3,176,4,261,4
FTLN,21748,200,1,1,12,41,10,-500,-500,-500,3008,3008,3008,49,0,996,1,38,0,1094,0,-81,14,-602,17,-3577,26,4,0,10,0,-13,0,478,8,179,5,263,5
FTLN,22748,200,1,1,12,41,11,-500,-500,-500,3008,3008,3008,49,0,995,1,39,0,1094,0,-80,18,-604,20,-3584,37,4,0,9,0,-12,0,474,6,181,4,265,7
FTLN,23748,2019,5,24,12,41,10,-500,-500,-500,3008,3008,3008,50,0,993,1,39,0,1094,0,-78,21,-602,16,-3580,33,4,0,9,0,-12,0,486,2,178,3,259,3
FTLN,24748,2019,5,24,12,41,11,-500,-500,-500,3008,3008,3008,50,0,991,1,38,0,1094,0,-74,15,-598,25,-3577,25,4,0,10,0,-13,0,486,4,176,4,258,3
FTLN,25748,2019,5,24,12,41,12,-500,-500,-500,3008,3008,3008,50,0,991,2,39,0,1094,0,-76,13,-593,18,-3570,40,4,0,9,0,-13,0,483,4,177,5,256,3
FTLN,26748,2019,5,24,12,41,13,-500,-500,-500,3008,3008,3008,50,0,989,2,39,0,1094,0,-87,22,-601,16,-3582,34,4,1,9,0,-13,0,483,3,179,3,260,2
FTLN,27748,2019,5,24,12,41,14,-500,-500,-500,3008,3008,3008,50,0,981,4,39,0,1094,0,-82,15,-604,14,-3569,28,4,0,9,0,-13,0,484,4,178,4,259,3
FTLN,28748,2019,5,24,12,41,15,-500,-500,-500,3008,3008,3008,50,0,982,2,38,0,1094,0,-69,16,-609,13,-3574,30,4,0,10,0,-13,1,486,4,180,3,258,6
FTLN,29748,2019,5,24,12,41,16,-500,-500,-500,3008,3008,3008,50,0,981,3,39,0,1094,0,-69,18,-600,16,-3575,29,4,0,10,0,-13,1,485,5,179,3,257,6
FTLN,30748,2019,5,24,12,41,17,-500,-500,-500,3008,3008,3008,50,0,981,3,38,0,1094,0,-87,15,-604,19,-3570,28,4,0,10,0,-12,0,485,4,178,4,260,4
FTLN,31748,2019,5,24,12,41,18,-500,-500,-500,3008,3008,3008,50,0,979,3,38,0,1094,0,-86,21,-607,16,-3579,33,4,0,9,0,-12,0,481,2,177,4,258,7
FTLN,32748,2019,5,24,12,41,19,-500,-500,-500,3008,3008,3008,50,0,984,2,39,0,1094,0,-75,19,-599,17,-3562,34,4,1,10,1,-13,1,483,4,179,3,260,4
FTLN,33748,2019,5,24,12,41,20,-500,-500,-500,3008,3008,3008,50,0,983,3,39,0,1094,0,-84,19,-595,18,-3576,36,4,0,10,0,-12,0,484,5,176,4,258,3
FTLN,34748,2019,5,24,12,41,21,-500,-500,-500,3008,3008,3008,50,0,984,1,39,0,1094,0,-81,17,-605,12,-3572,33,4,1,9,1,-13,0,483,4,175,3,260,4
FTLN,35748,2019,5,24,12,41,22,-500,-500,-500,3008,3008,3008,50,0,982,1,39,0,1094,0,-78,20,-595,22,-3576,44,4,1,10,1,-12,0,479,4,176,4,263,5
FTLN,36748,2019,5,24,12,41,23,-500,-500,-500,3008,3008,3008,50,0,979,2,38,0,1094,0,-75,18,-603,16,-3581,32,4,0,10,0,-13,0,483,4,174,3,261,6
FTLN,37748,2019,5,24,12,41,24,-500,-500,-500,3008,3008,3008,51,0,980,3,39,0,1094,0,-86,19,-597,18,-3580,30,4,0,9,0,-13,0,483,3,176,5,258,4
FTLN,38748,2019,5,24,12,41,25,-500,-500,-500,3008,3008,3008,50,0,973,3,39,0,1094,0,-84,19,-598,17,-3574,21,4,0,10,0,-12,0,486,5,177,3,259,3
FTLN,39748,2019,5,24,12,41,26,-500,-500,-500,3008,3008,3008,50,0,974,4,39,0,1094,0,-79,20,-600,16,-3578,24,4,0,10,0,-13,0,484,3,178,5,258,3
