ID,timestamp_ms,year,month,day,hour,min,sec,lat_E7,lon_E7,alt_cm,lat_err_cm,lon_err_cm,alt_err_cm,volt_avg,volt_std,amp_avg,amp_std,ldr_avg,ldr_std,pres_avg_hpa,pres_std,acx_avg,acx_std,acy_avg,acy_std,acz_avg,acz_std,gyx_avg,gyx_std,gyy_avg,gyy_std,gyz_avg,gyz_std,mgx_avg,mgx_std,mgy_avg,mgy_std,mgz_avg,mgz_std
FTLN,2932,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,1001,2,1006,5,1101,0,-2125,695,-1591,416,3237,441,152,730,269,974,146,316,-314,31,302,80,517,19
FTLN,4116,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,985,4,993,0,1101,0,-1266,427,66,288,4021,348,162,264,-219,468,-29,135,-425,18,226,24,403,23
FTLN,5295,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,974,3,992,3,1101,0,-1218,293,-46,194,4020,174,-99,94,224,215,-137,84,-419,14,220,33,395,8
FTLN,6480,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,962,5,1003,2,1101,0,-1983,225,-544,101,3647,157,-47,97,197,114,-2,42,-359,12,318,19,372,8
FTLN,7664,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,953,4,998,5,1101,0,-3158,587,-894,234,1477,1865,-354,219,1383,808,59,201,-335,14,393,30,268,83
FTLN,8844,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,959,5,984,5,1101,0,-1300,483,174,357,-3686,470,-90,315,339,606,205,486,-355,7,165,68,-61,25
FTLN,10028,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,875,182,958,27,1101,0,-529,642,191,537,-3968,331,-11,110,228,201,48,252,-230,29,121,36,-66,18
FTLN,11212,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,512,1,780,85,1101,0,-364,372,220,237,-3997,454,-11,162,66,240,-210,335,-232,13,92,21,-53,18
FTLN,12388,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,510,2,934,26,1101,0,-155,305,70,422,-4110,560,-113,318,-122,319,-435,347,-226,22,294,43,-44,12
FTLN,13572,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,651,110,1101,0,-234,221,-38,422,-4132,687,62,354,70,267,172,688,-152,20,349,19,-23,6
FTLN,14756,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,917,74,1101,0,-119,316,-52,404,-3847,769,-80,321,-25,331,317,413,-149,11,235,18,-59,11
FTLN,15940,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,612,100,1101,0,-64,191,-124,322,-3924,771,-32,299,25,264,-41,412,-213,22,183,20,-102,9
FTLN,17119,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,946,98,1101,0,-103,375,-105,315,-4003,689,34,227,-26,352,598,945,-227,22,116,30,-98,8
FTLN,18304,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,1003,9,1101,0,-275,268,-103,392,-4150,859,28,346,-95,426,414,342,-19,47,-5,18,-139,14
FTLN,19488,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,1021,1,1101,0,-3,303,-475,439,-3972,529,11,206,313,262,-238,257,63,7,37,20,-135,17
FTLN,20664,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,1022,0,1101,0,-408,606,-245,442,-3925,861,-145,406,-176,762,323,668,28,31,63,73,-126,20
FTLN,21860,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,1021,0,1101,0,-177,246,-259,442,-3948,578,26,368,-19,295,-3,572,-28,22,70,16,-81,23
FTLN,23055,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,1020,0,1101,0,-192,267,-349,302,-3890,592,-70,278,85,261,-124,585,-20,16,73,8,-44,7
FTLN,24232,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,1021,0,1101,0,-136,236,-358,395,-3955,597,-128,471,85,239,-909,1267,-51,32,101,24,-70,9
FTLN,25416,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,1020,0,1101,0,-108,436,-138,505,-3912,593,-219,465,48,671,-631,595,-34,26,273,41,-66,14
FTLN,26600,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,510,1,1016,3,1101,0,108,365,-96,284,-4067,520,-9,327,-24,190,66,144,14,11,212,15,-33,10
FTLN,27780,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,510,1,1006,8,1101,0,232,347,388,407,-3843,340,-257,439,0,423,138,263,-37,21,172,9,-35,17
FTLN,28964,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,1021,0,1101,0,-888,671,1384,358,-3515,370,-266,300,99,226,-1508,1182,-70,52,293,60,-54,6
FTLN,30148,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,1020,0,1101,0,-284,567,620,235,-4006,496,281,546,119,561,1426,1340,-36,57,333,13,-19,16
FTLN,31332,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,510,1,1020,0,1101,0,187,209,16,315,-4107,655,157,405,44,441,-185,583,-71,33,294,17,-9,5
FTLN,32508,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,1021,0,1101,0,2,198,24,202,-3877,670,-101,223,-59,305,-39,499,-32,4,212,16,-65,16
FTLN,33692,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,1021,0,1101,0,26,274,496,240,-4016,740,-74,299,74,299,-236,748,-77,18,226,9,13,45
FTLN,34876,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,510,0,1021,0,1101,0,68,301,530,209,-4015,896,-57,226,24,317,-32,583,-128,15,238,18,113,13
FTLN,36055,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,1021,0,1101,0,201,230,543,319,-3940,712,79,208,62,414,-163,660,-174,9,260,20,78,24
FTLN,37240,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,1019,0,1101,0,234,288,413,216,-3962,709,-91,293,-63,280,1,437,-154,12,306,14,6,7
FTLN,38424,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,1022,0,1101,0,278,318,577,264,-3802,611,-141,304,-62,199,251,387,-178,28,238,31,23,13
FTLN,39600,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,510,0,1021,0,1101,0,277,422,632,248,-3912,659,40,424,60,347,75,618,-212,33,169,19,16,13
FTLN,40784,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,1012,8,1101,0,395,313,279,122,-3968,419,-59,229,-43,352,-97,454,-118,13,177,8,-3,14
FTLN,41968,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,964,8,1101,0,642,315,147,188,-4120,544,4,402,90,190,40,381,-127,8,173,8,-12,6
FTLN,43152,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,986,9,1101,0,407,250,430,279,-3946,816,-56,554,24,334,-175,614,-130,11,176,15,33,17
FTLN,44340,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,1003,1,1101,0,156,457,408,380,-4161,1059,-10,388,-157,359,-261,334,-125,9,265,48,42,7
FTLN,45524,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,1017,4,1101,0,475,237,514,317,-3904,488,45,228,188,151,-1038,931,121,101,274,90,23,16
FTLN,46720,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,1023,0,1101,0,487,336,10,271,-3901,210,-82,336,-148,271,491,350,158,19,210,49,-5,13
FTLN,47896,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,1013,25,1101,0,665,310,-109,212,-3940,398,-123,262,-53,292,1000,445,-3,47,322,8,-43,13
FTLN,49080,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,859,19,1101,0,543,294,248,282,-4080,344,-122,181,26,262,1974,623,-151,31,147,90,-48,8
FTLN,50264,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,980,42,1101,0,509,144,103,252,-4030,224,-177,321,174,148,1202,537,79,60,48,40,-53,4
FTLN,51440,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,1017,1,1101,0,401,248,-245,196,-3976,593,-98,308,-1,226,824,390,92,15,205,47,-83,5
FTLN,52624,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,1006,13,1101,0,638,587,-72,486,-4193,1005,0,372,-38,472,-105,845,27,38,343,16,-100,10
FTLN,53808,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,973,6,1101,0,516,475,-19,261,-3906,864,-6,419,99,343,826,652,-13,19,343,16,-60,19
FTLN,54984,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,981,9,1101,0,822,368,-436,234,-3777,526,-34,258,103,356,681,526,-73,9,222,24,-57,3
FTLN,56168,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,911,60,1101,0,914,700,-296,231,-3788,501,-128,323,-50,460,-175,588,-83,12,167,23,-56,5
FTLN,57352,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,929,48,1101,0,504,411,129,208,-3860,686,-137,283,-111,253,306,610,-139,15,234,19,-26,9
FTLN,58536,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,849,39,1101,0,644,334,298,268,-4034,788,-34,319,-15,298,209,377,-175,5,211,9,-11,6
FTLN,59712,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,976,9,1101,0,396,295,321,273,-3985,322,-34,177,28,197,-4,319,-198,5,228,9,14,9
FTLN,60896,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,967,3,1101,0,618,280,411,274,-3949,449,-115,210,-12,249,357,428,-204,6,236,18,28,8
FTLN,62080,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,510,0,968,3,1101,0,387,199,813,227,-3915,276,-54,246,-19,231,768,511,-182,32,91,56,23,8
FTLN,63256,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,510,0,929,15,1101,0,217,156,850,102,-3956,183,45,142,143,127,-588,140,-176,20,53,23,29,4
FTLN,64440,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,955,2,1101,0,583,351,526,335,-3922,436,49,232,-70,336,-208,604,-211,6,176,25,17,10
FTLN,65632,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,955,2,1101,0,512,412,289,264,-4003,443,26,252,109,214,467,779,-203,10,153,50,7,4
FTLN,66808,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,713,125,1101,0,209,722,592,470,-4005,665,180,483,-120,629,-499,1351,-219,23,122,23,15,11
FTLN,67992,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,613,14,1101,0,389,488,417,644,-3909,396,-143,361,21,496,-1289,959,-78,54,360,59,-6,10
FTLN,69176,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,667,22,1101,0,862,236,218,192,-3961,206,-62,271,117,151,-237,745,137,27,229,43,-15,6
FTLN,70372,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,676,18,1101,0,1073,154,230,228,-3809,170,-69,156,74,223,152,194,150,7,187,14,-17,5
FTLN,71548,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,629,15,1101,0,983,228,282,266,-3875,221,-123,284,-75,272,228,347,127,14,221,33,-34,5
FTLN,72732,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,599,12,1101,0,984,113,438,68,-3886,118,-55,60,53,60,104,105,96,9,263,8,-34,6
FTLN,73916,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,588,4,1101,0,1052,62,466,52,-3848,56,-16,49,15,29,7,53,88,4,264,5,-40,3
FTLN,75095,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,590,1,1101,0,1094,31,460,34,-3844,32,-33,19,22,18,23,17,89,4,257,4,-39,4
FTLN,76280,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,590,0,1101,0,1130,34,453,31,-3836,53,-31,19,5,23,12,28,91,5,256,4,-42,3
FTLN,77464,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,619,18,1101,0,1150,62,328,135,-3846,54,59,69,19,56,-88,156,100,10,240,12,-39,4
FTLN,78648,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,636,5,1101,0,1159,82,243,103,-3820,185,-31,102,37,117,26,186,121,6,233,6,-35,7
FTLN,79824,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,636,8,1101,0,1217,161,304,107,-3856,158,-19,122,6,102,10,313,121,6,225,11,-37,5
FTLN,81008,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3008,3008,3008,0,0,509,0,630,8,1101,0,1108,244,121,143,-3817,240,-49,262,5,114,116,258,104,11,258,10,-40,5
FTLN,82192,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,526,43,1101,0,1165,215,249,282,-3890,225,-251,252,-79,146,798,458,13,48,305,22,-45,7
FTLN,83368,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,514,8,1101,0,818,246,284,271,-3833,294,-121,188,-17,235,495,574,-180,30,262,37,-16,6
FTLN,84552,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,514,12,1101,0,677,297,463,226,-4003,375,-54,269,-5,197,459,478,-214,11,256,24,3,5
FTLN,85736,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,484,7,1101,0,833,230,29,266,-3995,266,13,246,-8,179,101,239,-216,11,156,6,0,9
FTLN,86924,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,499,10,1101,0,514,227,181,195,-3923,394,-40,259,-6,181,-154,199,-204,5,172,9,-14,5
FTLN,88108,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,443,17,1101,0,751,184,225,208,-3933,364,-7,327,-31,154,-372,504,-178,11,279,37,-12,8
FTLN,89292,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,437,8,1101,0,571,166,349,135,-3868,311,73,208,-1,106,-520,398,-148,24,313,14,-14,6
FTLN,90476,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,502,32,1101,0,669,179,100,124,-3966,135,109,150,28,65,-949,647,79,72,278,54,-19,6
FTLN,91655,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,513,26,1101,0,738,162,-265,141,-3931,144,-133,165,9,108,919,457,119,30,251,40,-25,3
FTLN,92840,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,437,21,1101,0,732,100,78,271,-3915,178,-199,106,145,82,1159,180,-100,69,316,39,-22,4
FTLN,94035,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,510,0,429,11,1101,0,680,83,58,229,-3946,221,-134,107,1,128,461,248,-204,9,171,25,-12,7
FTLN,95212,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,421,19,1101,0,731,287,105,179,-3918,400,-103,205,31,213,529,369,-162,25,22,33,4,7
FTLN,96396,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,386,24,1101,0,647,221,432,215,-3861,457,48,218,8,204,-244,502,-159,13,25,25,4,6
FTLN,97580,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,510,0,283,25,1101,0,755,274,360,261,-4007,641,47,260,151,325,-263,547,-185,11,134,37,11,6
FTLN,98756,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,252,9,1101,0,512,452,46,410,-3904,1548,196,786,-149,472,136,615,-183,8,125,29,-10,13
FTLN,99940,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,267,4,1101,0,565,447,-353,465,-3933,2079,-218,759,-121,576,-156,876,-145,15,143,20,-39,5
FTLN,101124,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,264,5,1101,0,528,752,-143,552,-4506,2617,-210,533,-67,548,40,642,-157,14,159,15,-34,6
FTLN,102308,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,275,5,1101,0,321,730,-307,520,-4109,2278,138,551,-61,563,-170,779,-169,9,174,11,-37,6
FTLN,103487,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,277,4,1101,0,333,601,1,471,-3716,2135,-28,695,122,662,-17,807,-177,18,185,14,-29,6
FTLN,104672,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,273,4,1101,0,287,638,-144,465,-3509,1764,68,532,40,630,102,583,-172,14,185,14,-34,7
FTLN,105856,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,275,2,1101,0,382,634,-200,498,-4141,2177,-195,732,-135,716,-84,694,-155,14,196,22,-40,11
FTLN,107032,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,280,2,1101,0,272,719,-261,526,-4083,1991,-235,647,5,839,36,671,-150,9,211,14,-42,7
FTLN,108216,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,272,3,1101,0,340,898,-180,270,-4031,2151,2,567,87,857,157,914,-170,13,202,14,-26,6
FTLN,109408,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,277,7,1101,0,119,750,-243,542,-3521,2493,-258,664,-18,576,-204,885,-170,13,188,21,-34,10
FTLN,110587,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,276,11,1101,0,11,716,133,617,-3903,2230,27,1010,-9,764,637,658,-205,17,222,36,-6,14
FTLN,111772,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,269,10,1101,0,357,610,-490,558,-3756,1877,-13,564,-47,648,-81,867,-122,24,94,23,-46,8
FTLN,112956,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,509,0,262,19,1101,0,360,576,-340,444,-3676,1431,-133,418,117,723,348,671,-244,33,187,34,21,22
FTLN,114135,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,510,0,237,5,1101,0,806,738,-292,539,-3934,1240,-33,660,-55,887,75,846,-245,15,132,16,46,8
FTLN,115320,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,510,0,247,5,1101,0,788,884,-316,571,-4076,1462,38,702,-137,1033,-67,1153,-206,28,105,20,35,12
FTLN,116504,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,516,2,253,4,1101,0,960,813,-31,684,-4110,1229,-51,673,-139,593,-415,836,-278,35,177,33,40,11
FTLN,117699,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,750,221,255,4,1101,0,761,762,134,371,-4024,1017,-51,289,31,416,-193,874,-316,22,219,23,59,11
FTLN,118876,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,966,9,241,3,1101,0,651,569,187,282,-3873,769,-91,352,-93,339,810,718,-466,31,313,33,117,16
FTLN,120060,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,957,4,245,3,1101,0,527,519,407,556,-4110,1001,150,473,-98,450,-598,976,-293,36,182,36,104,6
FTLN,121244,20-1,-1,-1,-1,-1,-1,-500,-500,-500,3108,3108,3108,0,0,940,4,248,3,1101,0,579,496,197,374,-3930,806,-51,396,55,345,-454,788,-323,14,271,21,122,11
